MinTemp,MaxTemp,WindGustDir,WindGustSpeed,Humidity,Pressure,Temp,CloudCover,Evaporation,Sunshine,WindSpeed_9am,WindSpeed_3pm,Humidity_9am,Humidity_3pm,Pressure_9am,Pressure_3pm,RainToday
8.3,32.3,SSE,42.1,79.0,1001.7,33.8,43.7,9.9,1.3,31.4,26.0,73.6,43.7,1029.9,1014.4,Yes
6.0,18.2,WSW,57.2,66.6,995.5,6.7,99.5,14.9,9.5,7.9,18.7,17.7,90.3,983.1,989.7,Yes
6.5,43.2,NNE,10.7,33.5,1024.7,9.4,22.7,3.2,12.9,29.2,28.9,40.6,55.0,1019.5,1007.8,No
-3.4,47.7,NE,26.5,47.6,981.3,13.0,43.5,12.2,11.9,19.4,41.3,85.3,30.0,990.6,991.3,Yes
13.9,20.3,SSW,17.5,48.2,1021.4,16.1,19.0,12.7,1.9,47.2,21.2,78.3,92.1,1019.7,989.2,No
7.1,49.7,SE,96.8,60.6,984.9,19.8,92.0,1.0,4.1,14.1,37.1,43.6,50.0,1020.0,1027.7,Yes
-4.2,36.0,ENE,93.7,21.2,1007.0,7.4,94.5,5.8,0.8,25.7,38.8,79.9,29.5,1021.0,982.8,No
22.4,26.2,ENE,25.2,50.1,981.0,8.2,66.6,2.9,1.3,22.3,45.0,78.3,57.5,1014.7,1010.2,Yes
9.4,39.7,NNW,62.8,29.6,1012.5,32.7,52.0,8.4,13.1,41.4,20.3,66.2,45.4,1013.7,1020.4,No
4.3,16.3,NNW,85.9,69.0,1012.3,7.7,35.3,6.5,12.8,25.8,23.9,91.5,18.1,994.2,1021.3,No
24.1,31.9,SSE,40.5,41.9,1017.9,33.9,56.4,6.5,3.2,21.7,41.8,28.9,62.3,1027.4,997.4,No
-3.6,40.8,WNW,69.3,72.5,1015.7,12.8,67.0,0.6,10.7,36.9,8.3,33.0,83.6,997.6,1018.3,No
24.9,49.6,WNW,83.4,40.5,983.1,17.9,27.3,6.0,8.7,29.4,11.5,38.2,72.5,1004.3,1007.6,No
5.8,40.5,NNE,26.4,62.8,989.2,18.0,63.2,14.5,13.8,32.5,44.3,38.6,88.3,994.1,1027.8,Yes
16.1,46.5,WNW,60.5,41.8,1008.8,34.8,5.8,9.2,5.5,22.7,5.2,53.7,83.5,998.4,1019.1,No
25.0,28.4,NE,13.6,25.4,1002.7,15.6,98.9,2.2,6.2,47.4,35.0,93.2,89.6,996.7,1027.7,Yes
11.3,28.0,NNW,60.2,12.0,1028.7,29.7,28.2,2.2,4.5,49.2,36.1,31.4,81.6,983.1,989.5,No
0.9,28.1,W,44.6,58.8,1006.5,34.0,55.5,5.5,11.0,48.6,29.3,20.7,97.1,980.1,1008.0,No
8.0,39.2,NNW,30.6,51.9,1014.7,11.8,31.8,3.5,5.5,36.4,25.3,77.4,76.5,987.6,1002.1,No
24.2,30.8,NNW,56.9,52.5,980.8,21.2,35.5,12.2,4.0,39.4,3.7,26.8,54.4,982.7,1001.2,Yes
15.5,25.3,NW,13.9,57.7,1000.9,16.9,95.1,7.1,6.5,34.5,10.9,75.5,43.0,989.9,991.1,Yes
2.9,42.4,SW,64.9,42.2,1016.7,11.3,13.0,10.4,4.3,41.8,36.1,33.1,42.6,1025.0,1000.6,No
12.5,30.0,ENE,97.8,91.8,997.0,25.9,2.7,3.4,11.7,14.1,43.9,78.5,99.8,992.8,987.0,No
3.6,41.5,NE,71.7,78.3,1003.2,19.7,96.1,2.2,8.7,39.5,5.2,30.6,94.0,994.4,998.8,Yes
4.4,20.4,ENE,96.6,37.5,995.4,22.6,6.7,8.6,2.1,6.6,27.3,49.4,23.6,996.2,1015.4,No
9.1,22.6,ESE,96.1,19.8,1020.5,10.4,11.1,8.9,3.9,37.5,35.9,62.0,58.0,981.4,1023.2,No
21.9,36.1,NNW,83.4,99.6,1015.4,30.6,19.3,9.9,8.2,19.1,22.3,65.6,78.7,1028.0,1000.4,No
6.3,40.3,ESE,99.0,52.8,1027.3,25.0,77.3,0.0,12.9,43.0,36.0,10.3,20.2,987.8,1007.2,No
8.0,34.9,WNW,60.0,36.1,993.6,11.2,27.6,3.9,10.5,37.7,23.3,81.3,89.5,1015.2,1019.5,No
0.6,23.5,NW,79.4,13.4,1029.3,19.3,50.6,5.0,13.2,1.4,20.1,24.0,38.5,1009.6,1007.9,No
8.6,21.4,ESE,72.2,84.9,1003.5,16.4,52.3,3.7,7.2,34.2,24.9,23.1,78.9,1029.1,1028.3,Yes
4.4,34.5,NE,68.5,75.6,1007.7,30.2,59.9,9.7,0.6,33.0,34.9,10.8,99.9,1023.1,1018.2,Yes
21.7,32.5,WNW,28.1,37.6,1012.8,7.1,92.5,14.6,4.1,44.1,30.6,18.2,43.0,987.8,1011.6,No
13.8,44.7,NNE,37.1,53.4,994.4,28.8,73.6,6.5,12.0,43.8,34.8,86.5,31.2,999.9,988.7,Yes
10.8,29.9,S,51.1,21.3,983.7,16.6,50.2,3.3,8.1,47.6,43.2,23.9,34.0,997.6,1019.7,No
1.5,22.4,WSW,25.8,42.3,982.1,19.3,82.8,10.3,2.1,6.1,24.6,54.0,55.2,1005.9,992.3,Yes
8.2,15.9,WNW,86.8,98.4,988.3,10.6,49.5,10.2,4.9,47.9,21.4,42.8,36.8,1024.6,1025.4,Yes
24.1,26.1,ENE,73.8,26.9,1027.1,27.5,63.7,14.1,12.9,21.9,38.8,68.6,67.1,1021.7,980.7,No
16.1,31.9,NNW,68.5,20.2,1012.8,6.7,67.2,12.8,1.2,34.5,41.3,54.1,60.4,1014.3,1000.2,No
18.2,31.1,NW,65.0,71.6,1004.8,10.0,60.9,11.5,6.0,6.3,18.3,72.8,16.7,1026.0,995.4,Yes
16.2,25.0,NNW,30.3,92.8,997.5,23.1,83.4,14.4,0.6,6.4,20.7,58.4,38.4,980.3,996.6,Yes
-3.3,41.7,S,22.7,73.0,1026.5,5.1,59.1,13.8,6.6,43.2,19.4,47.0,47.0,999.4,1001.2,No
6.9,52.5,SW,85.8,83.4,1009.7,22.8,60.1,6.3,12.6,23.7,7.1,60.4,88.5,982.2,998.3,Yes
-2.7,43.5,ENE,67.2,50.1,1005.9,12.9,11.2,7.7,12.4,14.3,12.9,20.5,50.2,1025.9,1025.9,No
2.8,38.1,NW,19.2,65.0,1023.8,23.1,59.9,8.9,8.8,32.9,30.9,11.7,80.2,1019.9,1002.7,No
-2.4,27.9,WNW,21.6,63.2,987.2,15.8,10.0,3.8,2.6,19.4,0.6,72.6,16.4,1012.1,1019.1,No
9.3,41.2,ENE,26.7,71.5,1005.4,20.4,24.1,1.4,12.3,21.9,28.8,19.1,17.5,1028.9,1024.6,No
0.0,41.2,E,37.3,21.8,985.1,24.3,57.2,11.8,6.9,19.9,19.2,66.4,40.5,997.7,996.7,No
14.1,20.3,W,24.9,23.6,1004.2,6.2,9.0,2.5,7.9,16.8,29.8,57.9,52.4,984.6,985.5,No
20.8,23.2,WSW,96.6,13.0,1015.1,12.8,45.1,10.7,1.6,46.6,20.6,20.2,14.0,1013.1,989.4,No
0.4,36.7,SE,28.5,71.6,995.7,27.3,6.6,5.0,4.9,32.9,2.6,68.2,98.5,980.7,1004.6,No
3.0,43.9,ESE,28.9,36.1,999.3,5.3,57.6,11.9,8.8,23.2,15.2,30.1,62.2,1003.3,999.1,No
15.0,23.0,ESE,74.8,89.3,986.0,27.0,81.7,5.6,0.2,46.2,35.1,41.0,64.2,987.0,1026.0,Yes
5.1,47.4,ESE,36.4,72.4,1018.1,20.4,45.6,2.0,8.5,25.6,43.2,30.2,61.3,1003.0,1010.8,No
3.7,42.2,ESE,98.0,96.1,1008.1,29.7,32.9,11.8,9.7,23.1,9.9,83.3,68.9,1026.1,987.7,Yes
14.5,40.6,N,73.3,64.7,985.3,24.5,63.2,5.4,5.5,45.0,10.0,74.7,31.8,995.2,980.8,Yes
20.4,31.5,S,83.4,52.4,1006.3,30.2,97.0,6.0,3.7,17.1,10.3,61.9,71.2,990.5,1026.2,Yes
5.4,23.0,SSW,11.8,71.6,981.9,26.5,55.1,7.5,9.6,11.1,25.2,59.6,69.8,1029.5,1012.5,Yes
15.5,46.3,ESE,96.7,76.9,985.1,11.4,37.0,11.1,13.6,35.5,19.8,94.6,99.5,1026.1,1003.9,Yes
-3.0,43.6,ESE,15.6,78.0,1004.3,17.5,79.1,4.6,6.3,18.4,44.2,42.1,82.6,1003.1,1025.6,Yes
-4.1,18.0,N,14.6,69.3,989.5,12.9,18.7,0.7,8.8,12.5,48.3,44.4,80.4,1028.2,990.1,No
16.6,25.8,S,43.1,90.2,1011.3,11.3,58.0,7.1,12.8,37.2,46.8,21.5,10.6,1018.8,1006.3,Yes
8.6,42.1,SE,54.6,68.0,1007.9,19.0,16.0,4.7,1.3,30.1,40.0,82.5,27.4,998.8,1003.5,No
-1.9,42.5,SSE,25.6,88.6,1008.8,5.7,3.9,6.0,6.3,35.0,40.0,55.2,93.1,1009.9,983.0,No
3.5,46.1,NE,48.8,70.1,1007.7,22.7,56.9,6.3,1.4,18.8,16.3,90.9,59.7,991.1,1003.1,No
18.6,44.8,N,55.7,60.7,1020.4,20.9,54.4,3.7,13.0,43.8,1.7,25.3,34.1,1003.8,997.4,No
-1.6,38.3,E,94.6,65.3,1022.7,23.1,73.3,3.8,7.4,26.2,4.6,11.2,63.1,986.1,1000.6,No
9.8,17.6,W,16.0,80.4,1018.1,25.3,34.0,9.7,6.9,9.2,21.8,28.8,21.2,1015.4,1016.7,No
11.8,30.0,WSW,84.1,30.4,1016.7,16.4,71.6,14.8,11.8,49.9,5.2,19.5,94.7,991.3,1021.8,No
18.8,50.9,SE,10.6,92.7,980.7,11.7,91.4,0.7,9.1,34.2,10.4,71.5,60.7,1014.1,1012.2,Yes
4.9,13.3,NNE,17.3,44.1,1013.0,23.4,75.3,5.4,0.4,2.2,48.8,35.0,50.6,998.2,1009.6,No
22.4,28.7,WSW,61.3,44.1,983.2,6.4,98.4,6.1,7.8,18.2,15.8,50.4,17.5,1028.1,986.2,Yes
16.9,23.0,WSW,25.9,24.9,1007.5,19.6,19.8,12.8,13.0,42.9,47.7,53.6,63.6,1027.9,1010.3,No
-3.2,32.4,NE,70.8,25.6,980.8,12.6,34.6,11.2,5.8,46.8,22.2,46.6,51.6,1006.5,1010.0,No
19.9,23.7,SE,67.7,96.5,990.5,30.1,72.4,1.1,1.6,4.0,13.4,56.7,39.8,1027.4,1027.0,Yes
-4.5,44.5,ENE,49.2,11.9,1026.1,34.1,33.6,4.2,13.8,2.8,37.7,88.0,68.9,1006.9,1027.7,No
11.5,36.3,NW,41.0,92.2,983.2,28.8,11.8,12.2,8.0,29.9,14.0,87.2,61.3,1012.0,1025.1,Yes
0.8,38.4,NNE,94.6,13.2,1008.5,26.1,50.6,6.3,12.6,23.1,33.6,26.7,20.2,1016.7,1007.9,No
13.1,44.1,NNW,23.1,43.1,1024.9,6.3,32.1,6.3,4.1,22.2,47.7,26.9,67.8,985.6,993.0,No
11.9,29.4,SE,78.8,87.1,1028.3,19.6,57.2,7.4,13.9,21.9,44.5,63.9,80.6,1024.6,1001.6,No
7.6,36.7,S,30.6,12.5,997.0,19.9,36.5,9.8,2.7,23.5,15.5,23.7,21.1,1012.0,1009.6,No
19.9,34.3,NW,49.8,61.8,989.4,30.8,90.1,13.4,9.2,48.9,41.9,49.9,79.2,1026.4,1002.6,Yes
6.6,41.7,S,26.1,34.2,991.2,34.2,93.3,9.2,8.2,8.7,20.0,31.5,19.2,1005.7,982.7,Yes
-4.8,43.5,NNE,24.0,21.0,983.2,26.2,32.3,5.4,12.7,11.1,45.8,35.0,79.3,994.3,1008.0,No
7.1,41.0,SSE,17.5,18.0,1021.0,16.6,8.1,13.5,10.4,39.9,11.9,31.8,10.2,1009.6,1028.8,No
21.5,40.5,ENE,44.2,15.4,1006.1,34.6,40.0,12.5,3.2,8.3,26.5,92.2,75.7,1012.0,1026.1,No
6.1,29.6,NW,62.6,18.9,1010.5,9.1,73.9,8.5,7.8,0.1,33.6,58.8,74.3,985.5,1017.8,No
-3.4,51.1,N,17.9,15.7,986.0,5.0,88.0,12.2,10.7,47.8,41.3,70.8,25.0,1018.8,1028.5,Yes
17.8,26.8,SSE,42.5,80.7,1000.7,10.9,84.2,8.5,4.3,26.8,44.7,67.1,66.8,984.3,1027.5,Yes
2.3,22.9,NE,18.6,50.5,991.3,14.8,34.7,0.5,8.2,40.6,13.0,30.6,42.3,991.1,1028.4,No
10.1,41.7,NNE,21.6,56.0,994.0,32.7,30.4,1.8,0.6,2.5,41.9,37.3,78.1,985.3,1026.2,No
22.0,53.2,WNW,98.9,96.7,1029.7,32.9,5.6,6.3,12.5,36.2,28.3,17.1,45.4,996.0,1016.0,No
6.0,48.6,ESE,83.7,93.5,1016.4,15.8,51.9,3.7,7.8,22.8,38.5,85.3,38.2,1019.9,1019.3,Yes
3.6,24.6,WNW,27.1,40.0,1017.8,33.1,14.3,11.3,1.6,22.9,12.0,21.4,82.9,1012.9,989.0,No
11.5,31.4,SE,33.0,88.6,1011.4,17.8,69.7,13.8,4.8,44.0,1.8,27.7,47.9,983.9,1022.9,Yes
24.6,52.8,SE,28.7,91.3,1023.5,12.4,3.8,6.7,7.9,25.5,41.8,67.4,58.1,1000.9,980.5,No
13.9,48.7,ENE,54.9,93.1,1022.0,29.1,33.6,15.0,3.4,36.1,49.4,83.6,61.3,985.4,1027.8,No
6.7,39.9,SSE,92.9,78.3,1022.6,19.1,14.9,2.9,0.9,13.6,5.8,79.0,63.5,989.5,1001.0,No
5.6,42.3,WNW,17.9,97.8,1001.9,6.6,28.0,12.8,9.4,7.0,30.5,97.3,18.0,982.0,1022.9,Yes
3.4,32.9,WNW,81.6,35.4,1016.8,11.5,76.2,11.9,6.1,43.2,12.2,11.8,71.0,1027.3,983.5,No
13.2,23.5,SSE,47.2,98.1,1002.1,21.0,75.6,3.5,0.2,8.7,43.0,35.1,30.4,983.2,1016.6,Yes
16.5,25.9,SSE,26.9,61.2,1013.2,11.4,10.7,0.8,0.3,37.8,43.6,41.9,60.5,1005.4,998.8,No
-3.3,29.8,ESE,62.7,96.6,1023.5,19.9,90.3,2.9,12.5,34.5,11.0,57.9,83.2,1026.2,1017.8,Yes
-4.1,30.5,E,37.6,81.5,1016.0,6.0,38.4,3.0,12.6,13.9,0.6,52.0,58.4,1022.5,1021.0,No
23.6,32.2,WSW,85.1,24.7,1017.3,25.7,23.0,2.7,11.4,47.5,30.7,95.0,75.2,1012.8,987.4,No
-2.0,27.9,ENE,41.7,84.6,1012.7,28.2,26.1,10.2,6.9,26.2,28.7,64.0,24.8,1021.4,1007.1,No
10.3,43.4,ESE,38.9,22.6,991.8,19.1,27.9,1.2,6.9,13.8,41.9,32.0,31.7,1023.5,1008.8,No
-2.0,31.8,SW,44.0,28.9,997.7,10.5,83.2,2.9,9.8,31.1,26.1,38.9,89.1,991.9,1003.6,Yes
5.7,25.3,NW,17.3,63.2,1014.7,8.6,95.7,10.0,12.1,49.3,39.1,42.7,43.7,987.3,1018.3,Yes
17.2,35.3,ENE,83.2,29.2,1006.2,21.2,58.4,2.1,9.9,39.5,39.4,81.2,51.9,1012.3,995.7,No
23.9,38.9,NNE,51.5,41.9,1007.6,22.6,37.9,5.6,12.7,19.0,4.9,100.0,81.7,982.4,1021.2,No
-2.8,17.5,NNW,42.6,61.9,1004.1,6.7,93.5,1.4,7.9,40.9,27.3,49.4,67.3,1022.8,1010.2,Yes
3.9,36.6,WNW,63.8,72.3,996.6,34.8,66.5,12.0,6.4,35.1,26.8,37.6,39.1,1003.3,984.7,Yes
3.8,33.8,N,74.3,46.9,1015.3,34.5,11.0,14.6,7.6,9.8,4.0,26.7,15.5,1011.4,1022.9,No
4.8,41.8,S,68.7,80.8,997.4,27.1,74.6,3.1,11.8,49.4,38.9,27.6,35.4,1001.1,1009.3,Yes
-3.3,36.8,NNE,90.2,80.5,1026.0,9.7,22.1,12.6,13.1,25.7,3.4,36.7,79.2,1028.2,981.8,No
17.4,23.5,W,33.2,67.8,987.6,15.7,91.6,6.4,2.8,21.5,3.9,27.4,23.8,1017.3,991.7,Yes
-1.7,43.4,SSE,81.9,83.2,980.2,24.4,18.6,3.4,0.5,36.9,3.7,22.8,26.2,987.5,1029.9,Yes
10.3,38.4,SE,77.2,99.8,1003.9,24.6,36.3,11.8,6.2,1.1,10.5,60.0,31.3,993.8,1005.4,Yes
8.3,37.4,NNE,72.5,71.7,1011.2,26.5,54.5,10.8,5.2,3.0,27.4,19.8,69.2,1022.6,1018.1,No
17.4,24.1,ESE,78.6,26.5,1011.9,17.2,30.4,1.5,11.0,10.3,48.7,13.3,26.5,1017.0,1016.5,No
24.8,41.7,NE,87.9,85.6,1023.1,10.3,6.1,8.0,13.9,41.8,37.4,30.7,57.9,1027.8,996.0,No
-3.5,34.0,SSE,84.6,24.4,1022.0,25.2,77.7,3.9,6.7,4.3,10.6,76.1,73.4,981.7,1017.8,No
4.5,32.9,E,40.0,66.2,980.8,5.9,58.5,12.7,7.4,39.6,44.2,74.4,91.9,990.9,1022.1,Yes
12.8,21.6,ENE,15.5,10.6,984.5,33.3,38.5,5.8,10.4,5.2,48.0,97.7,13.9,1017.3,994.4,No
8.7,37.8,SE,92.1,26.8,998.7,34.0,21.7,6.6,9.5,43.2,24.5,22.0,29.0,988.0,1001.0,No
21.8,45.1,SSE,85.7,50.7,982.8,33.4,42.1,6.0,3.8,21.5,39.4,16.4,72.5,1005.3,989.9,Yes
14.8,24.2,E,93.1,76.1,1019.0,14.3,4.3,4.6,8.5,38.7,29.5,13.8,77.0,1003.8,989.8,No
9.6,51.8,NE,97.7,93.8,1007.2,28.4,25.5,11.1,8.2,15.6,12.7,69.1,93.8,1013.0,1020.3,No
-1.0,17.7,W,84.1,37.7,1023.5,30.9,17.3,6.4,2.3,48.8,21.9,26.0,52.5,994.1,1012.3,No
-2.0,45.9,WSW,82.4,21.2,1026.6,13.3,89.0,8.7,10.5,38.0,15.7,91.8,76.6,1012.8,1023.8,No
1.8,45.0,NNW,72.4,37.0,1022.9,34.9,65.1,14.7,8.8,11.4,39.8,83.2,25.5,996.0,992.7,No
23.8,27.7,NE,98.0,66.2,1021.3,11.0,13.6,0.1,11.6,43.2,25.3,57.4,43.7,1001.3,1003.8,No
12.1,30.8,WNW,51.1,39.9,1024.8,11.3,39.4,14.1,0.5,26.7,3.8,34.6,49.8,1017.7,988.6,No
20.7,45.1,S,72.2,37.6,993.1,30.0,35.4,8.4,5.5,23.9,28.9,64.6,58.0,1020.5,989.1,No
15.8,33.6,WNW,65.1,56.9,1010.9,23.1,33.7,12.8,0.6,41.4,13.0,39.6,28.3,1017.9,1019.0,No
-0.6,42.9,WSW,68.8,20.0,1023.1,12.5,84.0,6.1,7.7,34.4,15.4,82.0,28.0,1021.7,1029.3,No
23.7,44.5,S,63.0,54.2,1019.7,27.4,31.1,13.1,2.6,19.9,19.4,75.4,20.9,993.6,997.1,No
-4.7,47.6,WSW,56.7,99.3,983.3,29.8,85.2,0.6,0.1,9.0,5.3,65.8,81.2,1010.9,994.9,Yes
19.9,37.0,SSW,35.1,89.5,997.4,16.3,96.9,14.9,12.9,15.4,7.3,76.3,82.7,1016.7,994.6,Yes
-3.6,29.5,ESE,78.6,34.5,1015.0,6.9,50.8,12.5,13.3,12.6,38.3,22.0,11.0,1026.9,980.3,No
19.9,29.4,N,27.5,82.7,1028.9,25.4,23.2,13.7,4.3,5.9,11.0,31.5,42.3,1007.5,1009.8,No
17.1,28.2,NW,56.6,66.8,1028.3,12.5,47.8,7.6,0.8,39.2,24.0,18.2,53.3,994.7,981.8,No
17.2,35.2,ESE,51.2,30.9,1029.5,11.6,6.8,1.0,0.6,17.5,9.8,98.1,99.4,1001.0,1000.2,No
22.8,29.2,SW,54.0,42.8,1001.2,7.2,55.8,7.6,11.6,35.3,48.6,50.8,35.4,1016.9,985.0,No
6.1,33.8,WSW,96.0,42.2,982.2,6.6,40.5,4.0,13.1,30.8,29.2,55.6,56.7,1029.5,1028.4,Yes
-2.3,36.5,NW,34.7,60.5,981.4,13.7,11.1,12.9,10.7,41.8,6.7,31.8,51.5,1029.8,1009.3,No
-2.8,24.0,NNE,47.1,28.3,997.4,22.9,35.4,9.9,7.6,27.6,7.5,58.1,65.7,991.2,1029.8,No
-3.8,32.4,NNW,21.5,13.2,1025.6,18.7,19.1,3.3,1.6,30.1,16.1,31.7,84.7,1007.4,997.9,No
4.8,36.5,SE,92.5,14.7,1010.7,30.9,22.8,10.6,7.2,6.9,25.6,92.4,49.0,988.9,1009.1,No
12.1,39.7,NNW,83.1,62.9,1013.8,28.7,95.0,12.9,6.5,18.7,47.7,50.4,36.8,1027.8,991.5,Yes
-4.1,48.1,E,53.8,36.2,980.2,15.7,96.5,1.4,12.4,42.9,24.2,86.3,82.6,985.6,1017.0,Yes
13.0,21.2,SW,64.1,52.9,1019.3,6.9,95.3,13.3,2.6,48.8,32.6,96.8,94.9,998.0,1010.3,No
-3.6,46.0,SSW,43.4,78.6,983.7,16.8,94.0,12.1,1.6,22.6,9.0,86.7,82.0,995.4,1027.9,Yes
17.7,21.6,WSW,83.2,12.8,982.8,30.0,62.0,8.2,11.7,43.9,22.2,53.2,72.5,997.2,1007.4,No
12.6,52.4,WNW,29.5,46.9,987.8,30.3,58.9,1.7,4.9,11.3,11.8,38.0,71.8,994.8,1007.1,Yes
-0.7,29.8,WSW,68.8,97.1,1013.1,12.7,47.9,3.2,1.2,46.7,42.9,11.8,32.4,991.8,1016.1,Yes
-1.3,32.5,S,15.7,75.9,982.0,6.9,80.8,0.4,1.9,39.5,3.2,22.2,24.8,1021.4,996.1,Yes
0.6,26.5,ESE,92.0,69.2,1017.7,27.5,92.4,5.7,2.7,34.1,28.2,39.9,41.0,986.4,991.7,Yes
13.2,38.9,SE,71.5,70.0,983.8,14.9,37.0,4.0,11.2,35.5,6.3,37.0,73.6,991.7,1003.4,Yes
0.3,22.8,NE,77.0,85.0,991.7,31.3,47.6,6.6,11.5,3.4,7.7,38.5,80.0,1003.8,1026.2,Yes
6.8,20.8,S,39.0,24.1,992.2,21.2,79.7,12.0,5.0,8.7,28.2,95.7,12.2,994.6,1026.3,Yes
3.4,36.3,ESE,43.2,86.0,1011.7,31.2,84.8,14.7,10.0,7.3,14.3,48.6,12.4,1028.5,997.5,Yes
-3.3,16.1,WSW,45.9,40.9,993.4,20.8,10.9,6.7,9.7,19.3,14.2,85.9,55.5,996.2,993.2,No
10.6,27.8,NNW,23.5,66.8,1003.0,6.2,90.8,2.6,1.4,18.2,0.7,81.1,21.8,1001.5,1001.0,Yes
8.2,41.2,WSW,35.0,67.3,1018.1,29.8,93.6,13.9,12.6,2.0,9.9,25.9,68.5,1029.4,1012.0,Yes
21.5,39.6,NNW,12.2,60.6,995.9,34.5,53.6,9.9,12.7,7.8,34.9,35.3,77.8,1008.3,990.3,Yes
8.9,37.0,SSE,35.1,96.7,991.5,21.7,53.7,11.9,4.4,14.6,15.8,66.8,38.9,989.2,1020.1,Yes
2.5,26.8,NW,29.0,38.9,989.9,21.3,28.6,14.2,3.7,39.2,33.9,84.4,12.7,980.3,988.4,No
10.0,41.0,SSW,38.0,34.4,1008.7,14.5,36.8,9.3,13.2,33.7,7.1,88.3,48.4,985.2,1019.2,No
8.7,43.8,E,81.1,98.3,990.2,22.0,23.0,12.0,4.0,46.4,38.1,31.0,28.5,999.0,997.2,Yes
5.7,41.8,NNE,40.1,35.7,1000.9,24.2,9.1,4.6,7.6,8.6,13.1,96.1,68.8,995.7,994.6,No
23.1,52.5,S,68.2,24.4,984.0,21.5,1.6,8.3,10.1,24.6,46.8,36.5,98.9,998.2,1006.8,No
2.6,20.3,W,65.6,78.5,983.2,11.2,22.5,4.5,5.8,25.8,14.0,17.6,94.9,987.6,1019.5,Yes
9.5,38.3,ESE,18.8,30.9,996.9,34.1,22.1,3.3,8.1,43.8,46.6,54.5,22.2,1021.4,984.3,No
19.0,39.9,SE,58.0,33.4,1009.3,32.1,37.8,10.4,5.0,8.8,27.5,60.6,31.8,1027.2,996.6,No
-4.8,27.1,E,65.9,47.6,981.5,7.3,98.2,9.5,3.2,25.1,5.4,28.6,42.0,1012.2,987.8,Yes
18.7,22.5,ENE,32.3,90.5,984.0,11.0,5.2,7.9,4.0,32.3,10.1,49.7,41.8,989.0,999.1,Yes
-0.8,25.0,E,22.7,10.6,1025.4,25.9,21.4,12.7,12.0,28.7,43.2,27.9,67.2,982.5,1002.8,No
22.5,26.6,W,28.1,54.8,1019.7,30.6,24.5,14.8,7.0,21.3,36.3,69.0,96.8,1007.7,998.5,No
-2.1,45.6,S,95.9,30.1,985.2,8.6,26.6,7.0,9.8,43.0,46.5,34.2,52.9,985.3,1008.9,No
12.5,37.7,SSE,31.0,32.8,990.3,8.7,24.5,7.6,3.9,1.4,23.6,27.8,45.5,995.3,1001.0,No
7.1,32.0,S,20.3,53.9,993.5,28.2,6.4,14.2,0.2,11.4,46.4,90.6,52.9,1023.0,995.1,No
8.8,19.5,S,41.7,76.3,995.9,21.7,76.2,11.4,8.4,20.4,47.8,32.8,23.8,998.7,981.0,Yes
4.8,36.4,E,52.4,51.6,1016.6,26.9,30.4,4.9,0.5,10.0,17.5,61.9,31.6,1008.1,995.0,No
12.2,22.3,NE,70.5,85.0,1018.5,27.0,65.7,3.9,12.6,17.7,38.2,48.3,86.2,995.2,1028.6,Yes
22.2,26.3,NW,26.5,64.7,1022.5,18.9,67.0,9.5,8.8,29.7,25.0,68.7,51.3,1005.2,1018.6,No
16.6,26.5,WNW,77.9,79.2,1017.3,28.4,83.2,1.0,6.0,30.9,30.4,66.5,77.0,995.8,993.4,Yes
7.3,21.9,E,76.0,77.7,988.4,10.4,56.3,14.4,9.9,28.0,32.9,43.8,53.0,1006.1,990.1,Yes
6.2,42.9,NNE,12.7,29.2,1027.6,31.0,82.9,4.7,4.8,17.1,48.6,60.0,61.6,1021.9,1021.4,No
18.1,23.9,S,39.9,92.5,994.7,24.6,66.6,5.7,9.5,33.5,27.4,44.3,96.1,994.5,1029.7,Yes
-1.2,39.8,SW,25.3,70.0,990.1,22.0,29.3,1.6,7.4,46.8,19.5,72.3,59.6,999.9,1023.4,Yes
5.4,28.1,ENE,52.2,26.6,1005.2,33.8,43.8,2.1,3.2,21.3,10.6,25.1,16.4,1021.3,982.1,No
4.8,44.8,W,18.2,18.3,989.8,8.9,48.8,6.7,12.6,4.3,40.1,84.3,11.2,980.0,1022.7,No
19.8,26.7,SE,28.2,19.6,1002.5,26.0,22.5,9.7,2.4,16.1,28.1,40.8,24.4,1029.2,988.8,No
22.5,31.0,SSE,72.8,96.2,1002.1,8.6,88.3,11.4,0.6,24.6,40.9,37.8,20.0,1020.6,981.8,Yes
13.3,42.6,SSE,38.2,36.9,1013.4,9.7,44.7,2.3,2.4,15.4,49.4,47.4,76.3,1013.2,990.5,No
9.9,49.3,E,37.8,87.9,1010.3,23.3,96.3,9.7,3.6,36.4,41.6,92.9,89.5,1022.6,1009.8,Yes
5.4,23.5,NE,50.7,80.5,988.2,7.2,73.9,14.4,8.0,30.0,33.3,93.1,59.5,996.8,988.2,Yes
15.7,33.5,E,51.9,76.3,1003.0,16.6,64.5,1.6,0.2,34.9,45.6,60.6,47.4,989.5,987.3,Yes
0.7,34.9,N,15.2,63.2,982.3,24.3,43.9,4.1,5.0,6.3,4.2,18.5,60.9,983.0,1012.8,Yes
21.1,51.5,W,91.5,83.9,998.5,10.9,23.2,12.7,8.5,4.0,46.1,95.9,64.4,1012.4,1009.4,No
14.7,33.2,ENE,80.1,80.3,1017.1,11.7,94.0,0.4,7.2,17.5,23.1,13.4,37.8,980.3,1019.7,Yes
